YEAR,STATE,EVTYPE,COUNT,FATALITIES
1982,connecticut,HAIL,1,0
1982,connecticut,TORNADO,1,0
1983,connecticut,HAIL,4,0
1983,connecticut,THUNDERSTORM / THUNDERSTORM WIND,21,0
1983,connecticut,TORNADO,1,0
1984,connecticut,THUNDERSTORM / THUNDERSTORM WIND,16,0
1984,connecticut,TORNADO,1,0
1985,connecticut,THUNDERSTORM / THUNDERSTORM WIND,13,0
1985,connecticut,TORNADO,2,0
1986,connecticut,THUNDERSTORM / THUNDERSTORM WIND,2,0
1987,connecticut,THUNDERSTORM / THUNDERSTORM WIND,3,0
1987,connecticut,HAIL,1,0
1988,connecticut,HAIL,1,0
1988,connecticut,THUNDERSTORM / THUNDERSTORM WIND,5,0
1989,connecticut,THUNDERSTORM / THUNDERSTORM WIND,10,1
1989,connecticut,TORNADO,4,0
1989,connecticut,HAIL,2,0
1990,connecticut,TORNADO,1,0
1990,connecticut,THUNDERSTORM / THUNDERSTORM WIND,13,0
1991,connecticut,THUNDERSTORM / THUNDERSTORM WIND,33,0
1991,connecticut,HAIL,3,0
1992,connecticut,THUNDERSTORM / THUNDERSTORM WIND,32,0
1992,connecticut,TORNADO,4,0
1954,delaware,TORNADO,1,0
1955,delaware,TORNADO,1,0
1957,delaware,TORNADO,2,0
1957,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1958,delaware,TORNADO,1,0
1958,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1959,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1960,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1961,delaware,TORNADO,1,0
1961,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1962,delaware,TORNADO,2,0
1962,delaware,THUNDERSTORM / THUNDERSTORM WIND,3,0
1963,delaware,THUNDERSTORM / THUNDERSTORM WIND,4,0
1964,delaware,TORNADO,1,0
1964,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1965,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1966,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1967,delaware,TORNADO,4,0
1967,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1968,delaware,HAIL,4,0
1968,delaware,THUNDERSTORM / THUNDERSTORM WIND,1,0
1969,delaware,HAIL,2,0
1969,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1970,delaware,THUNDERSTORM / THUNDERSTORM WIND,12,0
1970,delaware,HAIL,1,0
1971,delaware,THUNDERSTORM / THUNDERSTORM WIND,8,0
1971,delaware,HAIL,1,0
1973,delaware,TORNADO,1,0
1973,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1974,delaware,HAIL,2,0
1974,delaware,THUNDERSTORM / THUNDERSTORM WIND,5,0
1975,delaware,TORNADO,5,0
1975,delaware,THUNDERSTORM / THUNDERSTORM WIND,10,0
1975,delaware,HAIL,1,0
1976,delaware,THUNDERSTORM / THUNDERSTORM WIND,8,0
1976,delaware,TORNADO,2,0
1976,delaware,HAIL,2,0
1977,delaware,TORNADO,3,0
1977,delaware,HAIL,2,0
1977,delaware,THUNDERSTORM / THUNDERSTORM WIND,5,0
1978,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1979,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1979,delaware,TORNADO,2,0
1980,delaware,THUNDERSTORM / THUNDERSTORM WIND,10,0
1980,delaware,HAIL,3,0
1981,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1981,delaware,HAIL,1,0
1982,delaware,THUNDERSTORM / THUNDERSTORM WIND,7,0
1983,delaware,THUNDERSTORM / THUNDERSTORM WIND,13,0
1983,delaware,TORNADO,1,2
1983,delaware,HAIL,2,0
1984,delaware,HAIL,2,0
1984,delaware,THUNDERSTORM / THUNDERSTORM WIND,5,0
1984,delaware,TORNADO,3,0
1985,delaware,THUNDERSTORM / THUNDERSTORM WIND,4,0
1986,delaware,THUNDERSTORM / THUNDERSTORM WIND,2,0
1986,delaware,HAIL,1,0
1987,delaware,THUNDERSTORM / THUNDERSTORM WIND,5,0
1987,delaware,HAIL,1,0
1988,delaware,THUNDERSTORM / THUNDERSTORM WIND,6,0
1988,delaware,TORNADO,3,0
1988,delaware,HAIL,1,0
1989,delaware,THUNDERSTORM / THUNDERSTORM WIND,11,0
1989,delaware,HAIL,1,0
1989,delaware,TORNADO,3,0
1990,delaware,THUNDERSTORM / THUNDERSTORM WIND,12,0
1990,delaware,HAIL,1,0
1990,delaware,TORNADO,1,0
1991,delaware,THUNDERSTORM / THUNDERSTORM WIND,11,0
1991,delaware,HAIL,1,0
1991,delaware,TORNADO,1,0
1992,delaware,THUNDERSTORM / THUNDERSTORM WIND,17,0
1992,delaware,TORNADO,6,0
1950,florida,TORNADO,6,0
1951,florida,TORNADO,9,3
1952,florida,TORNADO,10,0
1953,florida,TORNADO,21,0
1954,florida,TORNADO,13,2
1955,florida,TORNADO,12,0
1955,florida,HAIL,3,0
1955,florida,THUNDERSTORM / THUNDERSTORM WIND,9,0
1956,florida,TORNADO,10,0
1956,florida,THUNDERSTORM / THUNDERSTORM WIND,9,0
1956,florida,HAIL,3,0
1957,florida,TORNADO,17,0
1957,florida,THUNDERSTORM / THUNDERSTORM WIND,10,0
1957,florida,HAIL,5,0
1958,florida,THUNDERSTORM / THUNDERSTORM WIND,15,0
1958,florida,TORNADO,27,1
1958,florida,HAIL,3,0
1959,florida,THUNDERSTORM / THUNDERSTORM WIND,14,0
1959,florida,HAIL,6,0
1959,florida,TORNADO,18,1
1960,florida,THUNDERSTORM / THUNDERSTORM WIND,18,0
1960,florida,TORNADO,31,1
1960,florida,HAIL,17,0
1961,florida,THUNDERSTORM / THUNDERSTORM WIND,28,0
1961,florida,TORNADO,24,0
1961,florida,HAIL,14,0
1962,florida,TORNADO,18,18
1962,florida,THUNDERSTORM / THUNDERSTORM WIND,22,0
1962,florida,HAIL,14,0
1963,florida,THUNDERSTORM / THUNDERSTORM WIND,31,0
1963,florida,TORNADO,28,0
1963,florida,HAIL,10,0
1964,florida,TORNADO,37,0
1964,florida,THUNDERSTORM / THUNDERSTORM WIND,26,0
1964,florida,HAIL,13,0
1965,florida,THUNDERSTORM / THUNDERSTORM WIND,30,0
1965,florida,TORNADO,12,0
1965,florida,HAIL,6,0
1966,florida,THUNDERSTORM / THUNDERSTORM WIND,31,0
1966,florida,HAIL,9,0
1966,florida,TORNADO,30,11
1967,florida,TORNADO,23,2
1967,florida,HAIL,13,0
1967,florida,THUNDERSTORM / THUNDERSTORM WIND,21,0
1968,florida,TORNADO,61,4
1968,florida,THUNDERSTORM / THUNDERSTORM WIND,40,0
1968,florida,HAIL,23,0
1969,florida,THUNDERSTORM / THUNDERSTORM WIND,63,0
1969,florida,HAIL,18,0
1969,florida,TORNADO,58,0
1970,florida,TORNADO,48,0
1970,florida,THUNDERSTORM / THUNDERSTORM WIND,51,0
1970,florida,HAIL,7,0
1971,florida,TORNADO,59,0
1971,florida,THUNDERSTORM / THUNDERSTORM WIND,60,0
1971,florida,HAIL,32,0
1972,florida,TORNADO,77,1
1972,florida,THUNDERSTORM / THUNDERSTORM WIND,35,0
1972,florida,HAIL,24,0
1973,florida,TORNADO,50,1
1973,florida,THUNDERSTORM / THUNDERSTORM WIND,48,0
1973,florida,HAIL,17,0
1974,florida,TORNADO,58,1
1974,florida,THUNDERSTORM / THUNDERSTORM WIND,68,0
1974,florida,HAIL,29,0
1975,florida,TORNADO,104,2
1975,florida,THUNDERSTORM / THUNDERSTORM WIND,86,0
1975,florida,HAIL,20,0
1976,florida,TORNADO,67,1
1976,florida,THUNDERSTORM / THUNDERSTORM WIND,44,0
1976,florida,HAIL,16,0
1977,florida,TORNADO,35,1
1977,florida,THUNDERSTORM / THUNDERSTORM WIND,40,0
1977,florida,HAIL,17,0
1978,florida,TORNADO,94,3
1978,florida,THUNDERSTORM / THUNDERSTORM WIND,83,0
1978,florida,HAIL,9,0
1979,florida,TORNADO,90,1
1979,florida,THUNDERSTORM / THUNDERSTORM WIND,34,0
1979,florida,HAIL,17,0
1980,florida,TORNADO,60,1
1980,florida,HAIL,25,0
1980,florida,THUNDERSTORM / THUNDERSTORM WIND,56,0
1981,florida,TORNADO,61,0
1981,florida,THUNDERSTORM / THUNDERSTORM WIND,56,0
1981,florida,HAIL,19,0
1982,florida,THUNDERSTORM / THUNDERSTORM WIND,68,0
1982,florida,TORNADO,71,2
1982,florida,HAIL,21,0
1983,florida,HAIL,50,0
1983,florida,TORNADO,93,4
1983,florida,THUNDERSTORM / THUNDERSTORM WIND,144,1
1984,florida,THUNDERSTORM / THUNDERSTORM WIND,76,0
1984,florida,TORNADO,31,0
1984,florida,HAIL,18,0
1985,florida,TORNADO,36,2
1985,florida,THUNDERSTORM / THUNDERSTORM WIND,68,0
1985,florida,HAIL,18,0
1986,florida,THUNDERSTORM / THUNDERSTORM WIND,96,0
1986,florida,TORNADO,53,0
1986,florida,HAIL,37,0
1987,florida,TORNADO,45,1
1987,florida,THUNDERSTORM / THUNDERSTORM WIND,67,1
1987,florida,HAIL,3,0
1988,florida,THUNDERSTORM / THUNDERSTORM WIND,56,0
1988,florida,TORNADO,47,5
1988,florida,HAIL,14,0
1989,florida,TORNADO,72,3
1989,florida,HAIL,46,0
1989,florida,THUNDERSTORM / THUNDERSTORM WIND,173,0
1990,florida,TORNADO,57,0
1990,florida,THUNDERSTORM / THUNDERSTORM WIND,199,1
1990,florida,HAIL,31,0
1991,florida,THUNDERSTORM / THUNDERSTORM WIND,216,2
1991,florida,TORNADO,56,0
1991,florida,HAIL,58,0
1992,florida,THUNDERSTORM / THUNDERSTORM WIND,211,1
1992,florida,TORNADO,60,4
1950,georgia,TORNADO,4,0
1951,georgia,TORNADO,3,0
1952,georgia,TORNADO,13,0
1953,georgia,TORNADO,12,22
1954,georgia,TORNADO,37,10
1955,georgia,HAIL,10,0
1955,georgia,TORNADO,16,4
1955,georgia,THUNDERSTORM / THUNDERSTORM WIND,10,0
1956,georgia,TORNADO,18,0
1956,georgia,THUNDERSTORM / THUNDERSTORM WIND,22,0
1956,georgia,HAIL,2,0
1957,georgia,HAIL,6,0
1957,georgia,TORNADO,23,3
1957,georgia,THUNDERSTORM / THUNDERSTORM WIND,15,0
1958,georgia,TORNADO,11,0
1958,georgia,THUNDERSTORM / THUNDERSTORM WIND,14,0
1958,georgia,HAIL,2,0
1959,georgia,THUNDERSTORM / THUNDERSTORM WIND,20,0
1959,georgia,TORNADO,10,0
1959,georgia,HAIL,4,0
1960,georgia,THUNDERSTORM / THUNDERSTORM WIND,11,0
1960,georgia,HAIL,7,0
1960,georgia,TORNADO,7,0
1961,georgia,TORNADO,48,1
1961,georgia,THUNDERSTORM / THUNDERSTORM WIND,25,0
1961,georgia,HAIL,5,0
1962,georgia,TORNADO,12,0
1962,georgia,THUNDERSTORM / THUNDERSTORM WIND,29,0
1962,georgia,HAIL,9,0
1963,georgia,TORNADO,22,1
1963,georgia,THUNDERSTORM / THUNDERSTORM WIND,28,0
1963,georgia,HAIL,8,0
1964,georgia,THUNDERSTORM / THUNDERSTORM WIND,27,0
1964,georgia,TORNADO,19,2
1964,georgia,HAIL,7,0
1965,georgia,HAIL,5,0
1965,georgia,THUNDERSTORM / THUNDERSTORM WIND,15,0
1965,georgia,TORNADO,14,0
1966,georgia,TORNADO,21,0
1966,georgia,THUNDERSTORM / THUNDERSTORM WIND,27,0
1966,georgia,HAIL,1,0
1967,georgia,TORNADO,25,0
1967,georgia,THUNDERSTORM / THUNDERSTORM WIND,13,0
1967,georgia,HAIL,8,0
1968,georgia,THUNDERSTORM / THUNDERSTORM WIND,45,0
1968,georgia,TORNADO,24,0
1968,georgia,HAIL,17,0
1969,georgia,TORNADO,17,0
1969,georgia,THUNDERSTORM / THUNDERSTORM WIND,40,0
1969,georgia,HAIL,10,0
1970,georgia,TORNADO,20,1
1970,georgia,HAIL,13,0
1970,georgia,THUNDERSTORM / THUNDERSTORM WIND,42,0
1971,georgia,TORNADO,50,2
1971,georgia,HAIL,29,0
1971,georgia,THUNDERSTORM / THUNDERSTORM WIND,71,0
1972,georgia,TORNADO,44,1
1972,georgia,THUNDERSTORM / THUNDERSTORM WIND,27,0
1972,georgia,HAIL,8,0
1973,georgia,TORNADO,36,3
1973,georgia,THUNDERSTORM / THUNDERSTORM WIND,42,0
1973,georgia,HAIL,20,0
1974,georgia,TORNADO,44,20
1974,georgia,THUNDERSTORM / THUNDERSTORM WIND,107,0
1974,georgia,HAIL,22,0
1975,georgia,THUNDERSTORM / THUNDERSTORM WIND,111,0
1975,georgia,HAIL,16,0
1975,georgia,TORNADO,25,5
1976,georgia,TORNADO,21,0
1976,georgia,THUNDERSTORM / THUNDERSTORM WIND,64,0
1976,georgia,HAIL,2,0
1977,georgia,HAIL,15,0
1977,georgia,TORNADO,17,1
1977,georgia,THUNDERSTORM / THUNDERSTORM WIND,43,0
1978,georgia,THUNDERSTORM / THUNDERSTORM WIND,54,0
1978,georgia,TORNADO,19,0
1978,georgia,HAIL,10,0
1979,georgia,THUNDERSTORM / THUNDERSTORM WIND,70,0
1979,georgia,HAIL,21,0
1979,georgia,TORNADO,20,0
1980,georgia,HAIL,30,0
1980,georgia,TORNADO,43,0
1980,georgia,THUNDERSTORM / THUNDERSTORM WIND,114,0
1981,georgia,THUNDERSTORM / THUNDERSTORM WIND,87,0
1981,georgia,HAIL,25,0
1981,georgia,TORNADO,8,0
1982,georgia,THUNDERSTORM / THUNDERSTORM WIND,85,0
1982,georgia,TORNADO,16,0
1982,georgia,HAIL,56,0
1983,georgia,THUNDERSTORM / THUNDERSTORM WIND,121,0
1983,georgia,TORNADO,29,0
1983,georgia,HAIL,20,0
1984,georgia,THUNDERSTORM / THUNDERSTORM WIND,214,1
1984,georgia,HAIL,78,0
1984,georgia,TORNADO,38,0
1985,georgia,THUNDERSTORM / THUNDERSTORM WIND,198,0
1985,georgia,HAIL,40,0
1985,georgia,TORNADO,12,0
1986,georgia,THUNDERSTORM / THUNDERSTORM WIND,189,0
1986,georgia,HAIL,33,0
1986,georgia,TORNADO,10,0
1987,georgia,THUNDERSTORM / THUNDERSTORM WIND,101,0
1987,georgia,HAIL,20,0
1987,georgia,TORNADO,3,0
1988,georgia,THUNDERSTORM / THUNDERSTORM WIND,158,0
1988,georgia,HAIL,84,0
1988,georgia,TORNADO,4,0
1989,georgia,THUNDERSTORM / THUNDERSTORM WIND,391,3
1989,georgia,HAIL,56,0
1989,georgia,TORNADO,45,4
1990,georgia,THUNDERSTORM / THUNDERSTORM WIND,538,4
1990,georgia,TORNADO,18,0
1990,georgia,HAIL,89,0
1991,georgia,THUNDERSTORM / THUNDERSTORM WIND,453,0
1991,georgia,TORNADO,18,0
1991,georgia,HAIL,75,0
1992,georgia,THUNDERSTORM / THUNDERSTORM WIND,309,0
1992,georgia,TORNADO,25,6
1955,hawaii,TORNADO,2,0
1957,hawaii,TORNADO,1,0
1963,hawaii,TORNADO,2,0
1965,hawaii,TORNADO,1,0
1967,hawaii,TORNADO,2,0
1971,hawaii,TORNADO,5,0
1973,hawaii,TORNADO,1,0
1975,hawaii,TORNADO,1,0
1978,hawaii,TORNADO,1,0
1980,hawaii,TORNADO,1,0
1982,hawaii,TORNADO,3,0
1983,hawaii,TORNADO,1,0
1985,hawaii,TORNADO,1,0
1986,hawaii,TORNADO,2,0
1988,hawaii,TORNADO,2,0
1989,hawaii,TORNADO,1,0
1954,idaho,TORNADO,3,0
1955,idaho,THUNDERSTORM / THUNDERSTORM WIND,1,0
1955,idaho,TORNADO,1,0
1956,idaho,TORNADO,5,0
1956,idaho,HAIL,2,0
1956,idaho,THUNDERSTORM / THUNDERSTORM WIND,10,0
1957,idaho,THUNDERSTORM / THUNDERSTORM WIND,4,0
1957,idaho,TORNADO,1,0
1958,idaho,HAIL,8,0
1958,idaho,THUNDERSTORM / THUNDERSTORM WIND,12,0
1958,idaho,TORNADO,1,0
1959,idaho,TORNADO,2,0
1959,idaho,THUNDERSTORM / THUNDERSTORM WIND,4,0
1960,idaho,THUNDERSTORM / THUNDERSTORM WIND,2,0
1960,idaho,HAIL,1,0
1961,idaho,TORNADO,4,0
1961,idaho,HAIL,3,0
1961,idaho,THUNDERSTORM / THUNDERSTORM WIND,2,0
1962,idaho,HAIL,7,0
1962,idaho,TORNADO,3,0
1962,idaho,THUNDERSTORM / THUNDERSTORM WIND,3,0
1963,idaho,HAIL,7,0
1964,idaho,TORNADO,2,0
1964,idaho,HAIL,4,0
1964,idaho,THUNDERSTORM / THUNDERSTORM WIND,7,0
1965,idaho,HAIL,4,0
1965,idaho,THUNDERSTORM / THUNDERSTORM WIND,8,0
1966,idaho,HAIL,7,0
1966,idaho,THUNDERSTORM / THUNDERSTORM WIND,5,0
1967,idaho,HAIL,12,0
1967,idaho,TORNADO,5,0
1967,idaho,THUNDERSTORM / THUNDERSTORM WIND,7,0
1968,idaho,HAIL,2,0
1968,idaho,THUNDERSTORM / THUNDERSTORM WIND,8,0
1968,idaho,TORNADO,1,0
1969,idaho,HAIL,6,0
1969,idaho,THUNDERSTORM / THUNDERSTORM WIND,7,0
1969,idaho,TORNADO,1,0
1970,idaho,THUNDERSTORM / THUNDERSTORM WIND,20,0
1970,idaho,HAIL,10,0
1971,idaho,THUNDERSTORM / THUNDERSTORM WIND,6,0
1972,idaho,TORNADO,2,0
1972,idaho,THUNDERSTORM / THUNDERSTORM WIND,2,0
1973,idaho,TORNADO,2,0
1973,idaho,HAIL,5,0
1973,idaho,THUNDERSTORM / THUNDERSTORM WIND,6,0
1975,idaho,THUNDERSTORM / THUNDERSTORM WIND,24,0
1975,idaho,HAIL,12,0
1976,idaho,THUNDERSTORM / THUNDERSTORM WIND,17,0
1976,idaho,HAIL,8,0
1977,idaho,HAIL,1,0
1977,idaho,THUNDERSTORM / THUNDERSTORM WIND,5,0
1978,idaho,TORNADO,2,0
1978,idaho,HAIL,3,0
1978,idaho,THUNDERSTORM / THUNDERSTORM WIND,1,0
1979,idaho,TORNADO,1,0
1979,idaho,THUNDERSTORM / THUNDERSTORM WIND,15,0
1979,idaho,HAIL,8,0
1980,idaho,THUNDERSTORM / THUNDERSTORM WIND,4,0
1980,idaho,HAIL,3,0
1980,idaho,TORNADO,1,0
1981,idaho,TORNADO,2,0
1981,idaho,HAIL,4,0
1981,idaho,THUNDERSTORM / THUNDERSTORM WIND,9,0
1982,idaho,THUNDERSTORM / THUNDERSTORM WIND,19,0
1982,idaho,TORNADO,1,0
1982,idaho,HAIL,6,0
1983,idaho,THUNDERSTORM / THUNDERSTORM WIND,28,0
1983,idaho,TORNADO,2,0
1983,idaho,HAIL,11,0
1984,idaho,TORNADO,5,0
1984,idaho,THUNDERSTORM / THUNDERSTORM WIND,17,0
1984,idaho,HAIL,16,0
1985,idaho,TORNADO,3,0
1985,idaho,HAIL,5,0
1985,idaho,THUNDERSTORM / THUNDERSTORM WIND,7,0
1986,idaho,HAIL,4,0
1986,idaho,THUNDERSTORM / THUNDERSTORM WIND,11,3
1986,idaho,TORNADO,10,0
1987,idaho,THUNDERSTORM / THUNDERSTORM WIND,55,0
1987,idaho,TORNADO,7,0
1987,idaho,HAIL,9,0
1988,idaho,THUNDERSTORM / THUNDERSTORM WIND,14,2
1988,idaho,TORNADO,9,0
1989,idaho,HAIL,2,0
1989,idaho,THUNDERSTORM / THUNDERSTORM WIND,41,1
1989,idaho,TORNADO,2,0
1990,idaho,THUNDERSTORM / THUNDERSTORM WIND,17,0
1990,idaho,TORNADO,9,0
1990,idaho,HAIL,4,0
1991,idaho,HAIL,9,0
1991,idaho,THUNDERSTORM / THUNDERSTORM WIND,28,0
1991,idaho,TORNADO,11,0
1992,idaho,THUNDERSTORM / THUNDERSTORM WIND,55,2
1992,idaho,TORNADO,4,0
1950,illinois,TORNADO,11,3
1951,illinois,TORNADO,5,2
1952,illinois,TORNADO,4,0
1953,illinois,TORNADO,5,1
1954,illinois,TORNADO,9,1
1955,illinois,HAIL,16,0
1955,illinois,TORNADO,27,0
1955,illinois,THUNDERSTORM / THUNDERSTORM WIND,19,0
1956,illinois,TORNADO,30,8
1956,illinois,HAIL,11,0
1956,illinois,THUNDERSTORM / THUNDERSTORM WIND,22,0
1957,illinois,TORNADO,46,15
1957,illinois,HAIL,9,0
1957,illinois,THUNDERSTORM / THUNDERSTORM WIND,28,0
1958,illinois,TORNADO,33,2
1958,illinois,HAIL,26,0
1958,illinois,THUNDERSTORM / THUNDERSTORM WIND,47,0
1959,illinois,TORNADO,37,1
1959,illinois,THUNDERSTORM / THUNDERSTORM WIND,22,0
1959,illinois,HAIL,6,0
1960,illinois,TORNADO,43,0
1960,illinois,THUNDERSTORM / THUNDERSTORM WIND,45,0
1960,illinois,HAIL,17,0
1961,illinois,HAIL,26,0
1961,illinois,TORNADO,46,2
1961,illinois,THUNDERSTORM / THUNDERSTORM WIND,41,0
1962,illinois,THUNDERSTORM / THUNDERSTORM WIND,33,0
1962,illinois,TORNADO,13,0
1962,illinois,HAIL,12,0
1963,illinois,THUNDERSTORM / THUNDERSTORM WIND,30,0
1963,illinois,TORNADO,15,2
1963,illinois,HAIL,33,0
1964,illinois,HAIL,22,0
1964,illinois,THUNDERSTORM / THUNDERSTORM WIND,36,0
1964,illinois,TORNADO,8,0
1965,illinois,TORNADO,34,8
1965,illinois,HAIL,18,0
1965,illinois,THUNDERSTORM / THUNDERSTORM WIND,71,0
1966,illinois,HAIL,17,0
1966,illinois,THUNDERSTORM / THUNDERSTORM WIND,55,0
1966,illinois,TORNADO,11,1
1967,illinois,TORNADO,43,59
1967,illinois,HAIL,24,0
1967,illinois,THUNDERSTORM / THUNDERSTORM WIND,48,0
1968,illinois,HAIL,15,0
1968,illinois,THUNDERSTORM / THUNDERSTORM WIND,41,0
1968,illinois,TORNADO,9,8
1969,illinois,THUNDERSTORM / THUNDERSTORM WIND,53,0
1969,illinois,HAIL,12,0
1969,illinois,TORNADO,10,0
1970,illinois,THUNDERSTORM / THUNDERSTORM WIND,66,0
1970,illinois,TORNADO,17,0
1970,illinois,HAIL,17,0
1971,illinois,TORNADO,17,1
1971,illinois,THUNDERSTORM / THUNDERSTORM WIND,42,0
1971,illinois,HAIL,26,0
1972,illinois,HAIL,33,0
1972,illinois,THUNDERSTORM / THUNDERSTORM WIND,32,0
1972,illinois,TORNADO,36,5
1973,illinois,TORNADO,65,0
1973,illinois,THUNDERSTORM / THUNDERSTORM WIND,78,0
1973,illinois,HAIL,30,0
1974,illinois,THUNDERSTORM / THUNDERSTORM WIND,234,0
1974,illinois,HAIL,117,0
1974,illinois,TORNADO,111,2
1975,illinois,TORNADO,46,2
1975,illinois,THUNDERSTORM / THUNDERSTORM WIND,167,0
1975,illinois,HAIL,87,0
1976,illinois,THUNDERSTORM / THUNDERSTORM WIND,87,0
1976,illinois,TORNADO,37,4
1976,illinois,HAIL,33,0
1977,illinois,THUNDERSTORM / THUNDERSTORM WIND,90,0
1977,illinois,HAIL,39,0
1977,illinois,TORNADO,35,6
1978,illinois,HAIL,31,0
1978,illinois,THUNDERSTORM / THUNDERSTORM WIND,66,0
1978,illinois,TORNADO,16,1
1979,illinois,THUNDERSTORM / THUNDERSTORM WIND,38,0
1979,illinois,TORNADO,12,0
1979,illinois,HAIL,22,0
1980,illinois,HAIL,46,0
1980,illinois,THUNDERSTORM / THUNDERSTORM WIND,189,0
1980,illinois,TORNADO,16,0
1981,illinois,TORNADO,36,1
1981,illinois,HAIL,53,0
1981,illinois,THUNDERSTORM / THUNDERSTORM WIND,113,0
1982,illinois,THUNDERSTORM / THUNDERSTORM WIND,206,0
1982,illinois,TORNADO,39,13
1982,illinois,HAIL,55,0
1983,illinois,HAIL,31,0
1983,illinois,THUNDERSTORM / THUNDERSTORM WIND,119,0
1983,illinois,TORNADO,14,2
1984,illinois,HAIL,71,0
1984,illinois,THUNDERSTORM / THUNDERSTORM WIND,122,1
1984,illinois,TORNADO,36,1
1985,illinois,HAIL,53,0
1985,illinois,THUNDERSTORM / THUNDERSTORM WIND,75,0
1985,illinois,TORNADO,17,1
1986,illinois,HAIL,69,0
1986,illinois,THUNDERSTORM / THUNDERSTORM WIND,118,1
1986,illinois,TORNADO,24,0
1987,illinois,HAIL,58,0
1987,illinois,TORNADO,24,0
1987,illinois,THUNDERSTORM / THUNDERSTORM WIND,154,2
1988,illinois,THUNDERSTORM / THUNDERSTORM WIND,142,2
1988,illinois,TORNADO,24,0
1988,illinois,HAIL,38,0
1989,illinois,HAIL,68,0
1989,illinois,THUNDERSTORM / THUNDERSTORM WIND,76,1
1989,illinois,TORNADO,19,0
1990,illinois,HAIL,42,0
1990,illinois,THUNDERSTORM / THUNDERSTORM WIND,169,2
1990,illinois,TORNADO,64,30
1991,illinois,HAIL,86,0
1991,illinois,THUNDERSTORM / THUNDERSTORM WIND,186,3
1991,illinois,TORNADO,36,0
1992,illinois,TORNADO,23,0
1992,illinois,THUNDERSTORM / THUNDERSTORM WIND,271,0
1950,indiana,TORNADO,3,0
1951,indiana,TORNADO,5,0
1952,indiana,TORNADO,2,0
1953,indiana,TORNADO,9,2
1954,indiana,TORNADO,32,2
1955,indiana,TORNADO,17,0
1955,indiana,HAIL,7,0
1955,indiana,THUNDERSTORM / THUNDERSTORM WIND,11,0
1956,indiana,TORNADO,35,1
1956,indiana,THUNDERSTORM / THUNDERSTORM WIND,24,0
1956,indiana,HAIL,6,0
1957,indiana,TORNADO,27,0
1957,indiana,THUNDERSTORM / THUNDERSTORM WIND,43,0
1957,indiana,HAIL,7,0
1958,indiana,THUNDERSTORM / THUNDERSTORM WIND,51,0
1958,indiana,TORNADO,25,0
1958,indiana,HAIL,3,0
1959,indiana,THUNDERSTORM / THUNDERSTORM WIND,20,0
1959,indiana,TORNADO,16,0
1959,indiana,HAIL,4,0
1960,indiana,HAIL,7,0
1960,indiana,TORNADO,13,0
1960,indiana,THUNDERSTORM / THUNDERSTORM WIND,21,0
1961,indiana,THUNDERSTORM / THUNDERSTORM WIND,19,0
1961,indiana,TORNADO,39,1
1961,indiana,HAIL,11,0
1962,indiana,HAIL,7,0
1962,indiana,TORNADO,15,0
1962,indiana,THUNDERSTORM / THUNDERSTORM WIND,12,0
1963,indiana,HAIL,14,0
1963,indiana,TORNADO,33,2
1963,indiana,THUNDERSTORM / THUNDERSTORM WIND,22,0
1964,indiana,THUNDERSTORM / THUNDERSTORM WIND,28,0
1964,indiana,TORNADO,9,0
1964,indiana,HAIL,11,0
1965,indiana,TORNADO,59,137
1965,indiana,HAIL,20,0
1965,indiana,THUNDERSTORM / THUNDERSTORM WIND,26,0
1966,indiana,THUNDERSTORM / THUNDERSTORM WIND,21,0
1966,indiana,TORNADO,12,0
1966,indiana,HAIL,5,0
1967,indiana,TORNADO,32,0
1967,indiana,HAIL,17,0
1967,indiana,THUNDERSTORM / THUNDERSTORM WIND,19,0
1968,indiana,TORNADO,18,1
1968,indiana,THUNDERSTORM / THUNDERSTORM WIND,22,0
1968,indiana,HAIL,12,0
1969,indiana,TORNADO,19,0
1969,indiana,THUNDERSTORM / THUNDERSTORM WIND,41,0
1969,indiana,HAIL,3,0
1970,indiana,THUNDERSTORM / THUNDERSTORM WIND,60,0
1970,indiana,TORNADO,19,0
1970,indiana,HAIL,14,0
1971,indiana,TORNADO,17,1
1971,indiana,THUNDERSTORM / THUNDERSTORM WIND,46,0
1971,indiana,HAIL,26,0
1972,indiana,THUNDERSTORM / THUNDERSTORM WIND,7,0
1972,indiana,HAIL,9,0
1972,indiana,TORNADO,9,0
1973,indiana,HAIL,8,0
1973,indiana,THUNDERSTORM / THUNDERSTORM WIND,44,0
1973,indiana,TORNADO,49,0
